accession,label,protein_name,gene_name,organism,seq_length,keywords
O43396,0,Thioredoxin-like protein 1,TXNL1,Homo sapiens,289,3D-structure; Cytoplasm; Direct protein sequencing; Disulfide bond; Electron transport; Nucleus; Phosphoprotein; Proteasome; Proteomics identification; Redox-active center; Reference proteome; Transport
O43524,0,Forkhead box protein O3,FOXO3,Homo sapiens,673,3D-structure; Acetylation; Activator; Alternative splicing; Apoptosis; Chromosomal rearrangement; Cytoplasm; DNA-binding; Membrane; Methylation; Mitochondrion; Mitochondrion outer membrane; Nucleus; Phosphoprotein; Proteomics identification; Proto-oncogene; Reference proteome; Transcription; Transcription regulation; Ubl conjugation
O43663,0,Protein regulator of cytokinesis 1,PRC1,Homo sapiens,620,3D-structure; Alternative splicing; Cell cycle; Cell division; Chromosome; Coiled coil; Cytoplasm; Cytoskeleton; Microtubule; Nucleus; Oncogene; Phosphoprotein; Proteomics identification; Reference proteome
O60285,0,NUAK family SNF1-like kinase 1,NUAK1,Homo sapiens,661,Acetylation; Alternative splicing; ATP-binding; Cell adhesion; Cytoplasm; DNA damage; Kinase; Magnesium; Metal-binding; Nucleotide-binding; Nucleus; Phosphoprotein; Proteomics identification; Reference proteome; Serine/threonine-protein kinase; Transferase; Ubl conjugation
O60318,0,Germinal-center associated nuclear protein,MCM3AP,Homo sapiens,1980,3D-structure; Acetylation; Acyltransferase; Alternative promoter usage; Chromosome; Coiled coil; Cytoplasm; Immunity; Intellectual disability; Methylation; mRNA transport; Neuropathy; Nuclear pore complex; Nucleus; Phosphoprotein; Protein transport; Proteomics identification; Reference proteome; Transferase; Translocation; Transport
O60336,0,Mitogen-activated protein kinase-binding protein 1,MAPKBP1,Homo sapiens,1514,Acetylation; Alternative splicing; Cytoplasm; Cytoskeleton; Disease variant; Nephronophthisis; Nucleus; Phosphoprotein; Proteomics identification; Reference proteome; Repeat; WD repeat
O60479,0,Homeobox protein DLX-3,DLX3,Homo sapiens,287,3D-structure; Activator; Amelogenesis imperfecta; Cytoplasm; Developmental protein; DNA-binding; Homeobox; Nucleus; Proteomics identification; Reference proteome; Transcription; Transcription regulation
O60504,0,Vinexin,SORBS3,Homo sapiens,671,3D-structure; Acetylation; Alternative splicing; Cell adhesion; Cell junction; Cytoplasm; Cytoskeleton; Nucleus; Phosphoprotein; Proteomics identification; Reference proteome; Repeat; SH3 domain
O60516,0,Eukaryotic translation initiation factor 4E-binding protein 3,EIF4EBP3,Homo sapiens,100,Cytoplasm; Nucleus; Phosphoprotein; Protein synthesis inhibitor; Proteomics identification; Reference proteome; Translation regulation
O60583,0,Cyclin-T2,CCNT2,Homo sapiens,730,3D-structure; Alternative splicing; Cell cycle; Cell division; Cyclin; Cytoplasm; Host-virus interaction; Isopeptide bond; Nucleus; Phosphoprotein; Proteomics identification; Reference proteome; Transcription; Transcription regulation; Ubl conjugation
O60674,0,Tyrosine-protein kinase JAK2,JAK2,Homo sapiens,1132,3D-structure; Adaptive immunity; ATP-binding; Chromatin regulator; Chromosomal rearrangement; Cytoplasm; Disease variant; Immunity; Innate immunity; Kinase; Magnesium; Membrane; Metal-binding; Nucleotide-binding; Nucleus; Phosphoprotein; Proteomics identification; Proto-oncogene; Reference proteome; Repeat; SH2 domain; Transferase; Tyrosine-protein kinase; Ubl conjugation
O75179,0,Ankyrin repeat domain-containing protein 17,ANKRD17,Homo sapiens,2603,Acetylation; Alternative splicing; ANK repeat; Coiled coil; Cytoplasm; Disease variant; Host-virus interaction; Immunity; Innate immunity; Intellectual disability; Isopeptide bond; Methylation; Nucleus; Phosphoprotein; Proteomics identification; Reference proteome; Repeat; RNA-binding; Ubl conjugation
O75312,0,Zinc finger protein ZPR1,ZPR1,Homo sapiens,459,Cell projection; Cytoplasm; Deafness; Differentiation; Dwarfism; Hypotrichosis; Metal-binding; mRNA processing; mRNA splicing; Nucleus; Proteomics identification; Reference proteome; Repeat; Zinc; Zinc-finger
O75398,0,Deformed epidermal autoregulatory factor 1 homolog,DEAF1,Homo sapiens,565,3D-structure; Alternative splicing; Cytoplasm; Developmental protein; Disease variant; DNA-binding; Epilepsy; Intellectual disability; Metal-binding; Neurogenesis; Nucleus; Phosphoprotein; Proteomics identification; Reference proteome; Secreted; Transcription; Transcription regulation; Zinc; Zinc-finger
O75531,0,Barrier-to-autointegration factor,BANF1,Homo sapiens,89,3D-structure; Acetylation; Chromosome; Cytoplasm; Disease variant; DNA-binding; Host-virus interaction; Nucleus; Osteoporosis; Phosphoprotein; Proteomics identification; Reference proteome
O75582,0,Ribosomal protein S6 kinase alpha-5,RPS6KA5,Homo sapiens,802,3D-structure; Alternative splicing; ATP-binding; Cytoplasm; Inflammatory response; Kinase; Magnesium; Metal-binding; Nucleotide-binding; Nucleus; Phosphoprotein; Proteomics identification; Reference proteome; Repeat; Serine/threonine-protein kinase; Stress response; Transferase; Ubl conjugation
O75771,0,DNA repair protein RAD51 homolog 4,RAD51D,Homo sapiens,328,3D-structure; Alternative splicing; ATP-binding; Chromosome; Cytoplasm; Cytoskeleton; DNA damage; DNA recombination; DNA repair; DNA-binding; Nucleotide-binding; Nucleus; Proteomics identification; Reference proteome; Telomere
O75920,0,Small EDRK-rich factor 1,SERF1A,Homo sapiens,110,Alternative splicing; Cytoplasm; Nucleus; Proteomics identification; Reference proteome
O76064,0,E3 ubiquitin-protein ligase RNF8,RNF8,Homo sapiens,485,3D-structure; Alternative splicing; Cell cycle; Cell division; Chromatin regulator; Chromosome; Cytoplasm; Direct protein sequencing; DNA damage; DNA repair; Host-virus interaction; Metal-binding; Mitosis; Nucleus; Phosphoprotein; Proteomics identification; Reference proteome; Telomere; Transferase; Ubl conjugation; Ubl conjugation pathway; Zinc; Zinc-finger
O76081,0,Regulator of G-protein signaling 20,RGS20,Homo sapiens,388,Alternative splicing; Cytoplasm; Glycoprotein; Lipoprotein; Membrane; Nucleus; Palmitate; Phosphoprotein; Proteomics identification; Reference proteome; Signal transduction inhibitor; Ubl conjugation
O94763,0,Unconventional prefoldin RPB5 interactor 1,URI1,Homo sapiens,535,Acetylation; Alternative splicing; Cell projection; Cytoplasm; Mitochondrion; Nucleus; Oncogene; Phosphoprotein; Protein phosphatase inhibitor; Proteomics identification; Reference proteome; Repressor; Transcription; Transcription regulation
O94811,0,Tubulin polymerization-promoting protein,TPPP,Homo sapiens,219,3D-structure; Cell cycle; Cell division; Cytoplasm; Cytoskeleton; Glycoprotein; Golgi apparatus; Hydrolase; Magnesium; Metal-binding; Mitosis; Nucleus; Phosphoprotein; Proteomics identification; Reference proteome; Zinc
O94874,0,E3 UFM1-protein ligase 1,UFL1,Homo sapiens,794,3D-structure; Acetylation; Alternative splicing; Chromosome; Cytoplasm; DNA damage; DNA repair; Endoplasmic reticulum; Membrane; Methylation; Nucleus; Phosphoprotein; Proteomics identification; Reference proteome; Transferase; Ubl conjugation; Ubl conjugation pathway
O94916,0,Nuclear factor of activated T-cells 5,NFAT5,Homo sapiens,1531,3D-structure; Acetylation; Activator; ADP-ribosylation; Alternative splicing; Chromosome; Cytoplasm; DNA damage; DNA-binding; Isopeptide bond; Nucleus; Phosphoprotein; Proteomics identification; Reference proteome; Transcription; Transcription regulation; Ubl conjugation
O94992,0,Protein HEXIM1,HEXIM1,Homo sapiens,359,3D-structure; Coiled coil; Cytoplasm; Immunity; Innate immunity; Nucleus; Phosphoprotein; Proteomics identification; Reference proteome; Repressor; Transcription; Transcription regulation
O95359,0,Transforming acidic coiled-coil-containing protein 2,TACC2,Homo sapiens,2948,Alternative splicing; Coiled coil; Cytoplasm; Cytoskeleton; Nucleus; Phosphoprotein; Proteomics identification; Reference proteome
O95376,0,E3 ubiquitin-protein ligase ARIH2,ARIH2,Homo sapiens,493,3D-structure; Cytoplasm; Metal-binding; Nucleus; Phosphoprotein; Proteomics identification; Reference proteome; Repeat; Transferase; Ubl conjugation; Ubl conjugation pathway; Zinc; Zinc-finger
O95409,0,Zinc finger protein ZIC 2,ZIC2,Homo sapiens,532,Activator; Cytoplasm; Developmental protein; Differentiation; Disease variant; DNA-binding; Holoprosencephaly; Isopeptide bond; Metal-binding; Neurogenesis; Nucleus; Phosphoprotein; Proteomics identification; Reference proteome; Repeat; Repressor; Transcription; Transcription regulation; Ubl conjugation; Zinc; Zinc-finger
O95551,0,Tyrosyl-DNA phosphodiesterase 2,TDP2,Homo sapiens,362,3D-structure; Acetylation; Alternative splicing; Cytoplasm; DNA damage; DNA repair; Host-virus interaction; Hydrolase; Intellectual disability; Isopeptide bond; Magnesium; Metal-binding; Neurodegeneration; Nuclease; Nucleus; Phosphoprotein; Proteomics identification; Reference proteome; Spinocerebellar ataxia; Ubl conjugation
O95644,0,"Nuclear factor of activated T-cells, cytoplasmic 1",NFATC1,Homo sapiens,943,3D-structure; Activator; Alternative initiation; Alternative splicing; Cytoplasm; DNA-binding; Nucleus; Phosphoprotein; Proteomics identification; Reference proteome; Repeat; Repressor; Transcription; Transcription regulation
O95760,0,Interleukin-33,IL33,Homo sapiens,270,3D-structure; Alternative splicing; Chromosome; Cytokine; Cytoplasm; Cytoplasmic vesicle; Direct protein sequencing; Nucleus; Proteomics identification; Reference proteome; Secreted; Transcription
P00441,0,Superoxide dismutase [Cu-Zn],SOD1,Homo sapiens,154,3D-structure; Acetylation; Amyotrophic lateral sclerosis; Antioxidant; Copper; Cytoplasm; Direct protein sequencing; Disease variant; Disulfide bond; Lipoprotein; Metal-binding; Neurodegeneration; Nucleus; Oxidoreductase; Palmitate; Phosphoprotein; Proteomics identification; Reference proteome; Ubl conjugation; Zinc
P02489,0,Alpha-crystallin A chain,CRYAA,Homo sapiens,173,3D-structure; Acetylation; Cataract; Chaperone; Cytoplasm; Direct protein sequencing; Disease variant; Disulfide bond; Eye lens protein; Glycoprotein; Metal-binding; Nucleus; Oxidation; Phosphoprotein; Proteomics identification; Reference proteome; Sensory transduction; Vision; Zinc
P02788,0,Lactotransferrin,LTF,Homo sapiens,710,3D-structure; Alternative promoter usage; Antibiotic; Antimicrobial; Cytoplasm; Direct protein sequencing; Disulfide bond; DNA-binding; Glycoprotein; Heparin-binding; Hydrolase; Immunity; Ion transport; Iron; Iron transport; Isopeptide bond; Metal-binding; Nucleus; Osteogenesis; Protease; Proteomics identification; Reference proteome; Repeat; Secreted; Serine protease; Signal; Transcription; Transcription regulation; Transport; Ubl conjugation
P04637,0,Cellular tumor antigen p53,TP53,Homo sapiens,393,3D-structure; Acetylation; Activator; Alternative promoter usage; Alternative splicing; Apoptosis; Biological rhythms; Cell cycle; Cytoplasm; Cytoskeleton; Direct protein sequencing; Disease variant; DNA-binding; Endoplasmic reticulum; Glycoprotein; Host-virus interaction; Isopeptide bond; Li-Fraumeni syndrome; Metal-binding; Methylation; Mitochondrion; Necrosis; Nucleus; Phosphoprotein; Proteomics identification; Reference proteome; Repressor; Transcription; Transcription regulation; Tumor suppressor; Ubl conjugation; Zinc
P05114,0,Non-histone chromosomal protein HMG-14,HMGN1,Homo sapiens,100,Acetylation; ADP-ribosylation; Cytoplasm; Direct protein sequencing; DNA-binding; Nucleus; Phosphoprotein; Proteomics identification; Reference proteome; RNA editing
P06400,0,Retinoblastoma-associated protein,RB1,Homo sapiens,928,3D-structure; Acetylation; Cell cycle; Chromatin regulator; Cytoplasm; Direct protein sequencing; Disease variant; DNA-binding; Host-virus interaction; Methylation; Nucleus; Phosphoprotein; Proteomics identification; Reference proteome; Repressor; Transcription; Transcription regulation; Tumor suppressor
P06748,0,Nucleophosmin,NPM1,Homo sapiens,294,3D-structure; Acetylation; ADP-ribosylation; Alternative splicing; Chaperone; Chromosomal rearrangement; Cytoplasm; Cytoskeleton; Direct protein sequencing; Disulfide bond; Host-virus interaction; Isopeptide bond; Nucleus; Phosphoprotein; Proteomics identification; Proto-oncogene; Reference proteome; RNA-binding; Ubl conjugation
P09651,0,Heterogeneous nuclear ribonucleoprotein A1,HNRNPA1,Homo sapiens,372,3D-structure; Acetylation; Alternative splicing; Amyotrophic lateral sclerosis; Cytoplasm; Direct protein sequencing; Disease variant; Host-virus interaction; Isopeptide bond; Methylation; mRNA processing; mRNA splicing; mRNA transport; Neurodegeneration; Nucleus; Phosphoprotein; Proteomics identification; Reference proteome; Repeat; Ribonucleoprotein; RNA-binding; Spliceosome; Transport; Ubl conjugation
P10070,0,Zinc finger protein GLI2,GLI2,Homo sapiens,1586,Acetylation; Activator; Alternative splicing; Cell projection; Cilium; Cytoplasm; Developmental protein; Disease variant; DNA-binding; Holoprosencephaly; Isopeptide bond; Metal-binding; Nucleus; Phosphoprotein; Proteomics identification; Reference proteome; Repeat; Repressor; Transcription; Transcription regulation; Ubl conjugation; Zinc; Zinc-finger
P10071,0,Transcriptional activator GLI3,GLI3,Homo sapiens,1580,3D-structure; Acetylation; Activator; Cell projection; Cilium; Cytoplasm; Disease variant; DNA-binding; Isopeptide bond; Metal-binding; Methylation; Nucleus; Phosphoprotein; Proteomics identification; Reference proteome; Repeat; Repressor; Transcription; Transcription regulation; Ubl conjugation; Zinc; Zinc-finger
P10599,0,Thioredoxin,TXN,Homo sapiens,105,3D-structure; Acetylation; Activator; Allergen; Alternative splicing; Cytoplasm; Direct protein sequencing; Disulfide bond; Electron transport; Nucleus; Proteomics identification; Redox-active center; Reference proteome; S-nitrosylation; Secreted; Transcription; Transcription regulation; Transport; Ubl conjugation
P10827,0,Thyroid hormone receptor alpha,THRA,Homo sapiens,490,3D-structure; Alternative splicing; Congenital hypothyroidism; Cytoplasm; Disease variant; DNA-binding; Metal-binding; Nucleus; Proteomics identification; Receptor; Reference proteome; Transcription; Transcription regulation; Zinc; Zinc-finger
P11388,0,DNA topoisomerase 2-alpha,TOP2A,Homo sapiens,1531,3D-structure; Acetylation; Alternative splicing; ATP-binding; Biological rhythms; Cytoplasm; Direct protein sequencing; DNA-binding; Isomerase; Isopeptide bond; Magnesium; Metal-binding; Nucleotide-binding; Nucleus; Phosphoprotein; Proteomics identification; Reference proteome; Topoisomerase; Ubl conjugation
P11473,0,Vitamin D3 receptor,VDR,Homo sapiens,427,3D-structure; Alternative splicing; Cytoplasm; Disease variant; DNA-binding; Metal-binding; Nucleus; Proteomics identification; Receptor; Reference proteome; Transcription; Transcription regulation; Ubl conjugation; Zinc; Zinc-finger
P11802,0,Cyclin-dependent kinase 4,CDK4,Homo sapiens,303,3D-structure; Acetylation; Alternative splicing; ATP-binding; Cell cycle; Cell division; Cytoplasm; Disease variant; Kinase; Membrane; Nucleotide-binding; Nucleus; Phosphoprotein; Proteomics identification; Reference proteome; Serine/threonine-protein kinase; Transferase
P14618,0,Pyruvate kinase PKM,PKM,Homo sapiens,531,3D-structure; Acetylation; Allosteric enzyme; Alternative splicing; ATP-binding; Cytoplasm; Direct protein sequencing; Glycolysis; Hydroxylation; Isopeptide bond; Kinase; Magnesium; Metal-binding; Methylation; Nucleotide-binding; Nucleus; Phosphoprotein; Potassium; Proteomics identification; Pyruvate; Reference proteome; S-nitrosylation; Transferase; Translation regulation; Ubl conjugation
P14635,0,G2/mitotic-specific cyclin-B1,CCNB1,Homo sapiens,433,3D-structure; Acetylation; Alternative splicing; Cell cycle; Cell division; Cyclin; Cytoplasm; Cytoskeleton; Mitosis; Nucleus; Phosphoprotein; Proteomics identification; Reference proteome; Ubl conjugation
P15336,0,Cyclic AMP-dependent transcription factor ATF-2,ATF2,Homo sapiens,505,3D-structure; Acetylation; Activator; Alternative splicing; Cytoplasm; DNA damage; DNA-binding; Membrane; Metal-binding; Mitochondrion; Mitochondrion outer membrane; Nucleus; Phosphoprotein; Proteomics identification; Reference proteome; Transcription; Transcription regulation; Zinc; Zinc-finger
P15692,0,"Vascular endothelial growth factor A, long form",VEGFA,Homo sapiens,395,3D-structure; Alternative initiation; Alternative promoter usage; Alternative splicing; Angiogenesis; Cytoplasm; Developmental protein; Differentiation; Direct protein sequencing; Disulfide bond; Endoplasmic reticulum; Extracellular matrix; Glycoprotein; Golgi apparatus; Growth factor; Heparin-binding; Mitogen; Nucleus; Proteomics identification; Reference proteome; Secreted
P16333,0,SH2/SH3 adapter protein NCK1,NCK1,Homo sapiens,377,3D-structure; Acetylation; Alternative splicing; Cytoplasm; Direct protein sequencing; Endoplasmic reticulum; Nucleus; Phosphoprotein; Proteomics identification; Reference proteome; Repeat; SH2 domain; SH3 domain; Translation regulation
P17844,0,Probable ATP-dependent RNA helicase DDX5,DDX5,Homo sapiens,614,3D-structure; Acetylation; Alternative splicing; ATP-binding; Biological rhythms; Cytoplasm; Helicase; Hydrolase; Isopeptide bond; mRNA processing; mRNA splicing; Nucleotide-binding; Nucleus; Phosphoprotein; Proteomics identification; Reference proteome; RNA-binding; Spliceosome; Transcription; Transcription regulation; Ubl conjugation
P17980,0,26S proteasome regulatory subunit 6A,PSMC3,Homo sapiens,439,3D-structure; Acetylation; ATP-binding; Cataract; Cytoplasm; Deafness; Direct protein sequencing; Host-virus interaction; Intellectual disability; Neuropathy; Nucleotide-binding; Nucleus; Phosphoprotein; Proteasome; Proteomics identification; Reference proteome; Ubl conjugation
P18754,0,Regulator of chromosome condensation,RCC1,Homo sapiens,421,3D-structure; Alternative splicing; Cell cycle; Cell division; Chromosome; Cytoplasm; Direct protein sequencing; Disease variant; DNA-binding; Guanine-nucleotide releasing factor; Methylation; Mitosis; Neuropathy; Nucleus; Phosphoprotein; Proteomics identification; Reference proteome; Repeat
P19474,0,E3 ubiquitin-protein ligase TRIM21,TRIM21,Homo sapiens,475,3D-structure; Alternative splicing; Cell cycle; Coiled coil; Cytoplasm; Cytoplasmic vesicle; DNA-binding; Host-virus interaction; Metal-binding; Nucleus; Phosphoprotein; Proteomics identification; Reference proteome; Ribonucleoprotein; RNA-binding; Transferase; Ubl conjugation; Ubl conjugation pathway; Zinc; Zinc-finger
P19544,0,Wilms tumor protein,WT1,Homo sapiens,449,3D-structure; Alternative initiation; Alternative splicing; Chromosomal rearrangement; Cytoplasm; Disease variant; DNA-binding; Isopeptide bond; Metal-binding; Nucleus; Proteomics identification; Reference proteome; Repeat; RNA editing; RNA-binding; Transcription; Transcription regulation; Tumor suppressor; Ubl conjugation; Zinc; Zinc-finger
P19793,0,Retinoic acid receptor RXR-alpha,RXRA,Homo sapiens,462,3D-structure; Acetylation; Alternative splicing; Cytoplasm; DNA-binding; Host-virus interaction; Isopeptide bond; Metal-binding; Mitochondrion; Nucleus; Phosphoprotein; Proteomics identification; Receptor; Reference proteome; Transcription; Transcription regulation; Ubl conjugation; Zinc; Zinc-finger
P19838,0,Nuclear factor NF-kappa-B p105 subunit,NFKB1,Homo sapiens,968,3D-structure; Acetylation; Activator; Alternative splicing; ANK repeat; Apoptosis; Cytoplasm; Direct protein sequencing; DNA-binding; Hydroxylation; Isopeptide bond; Lipoprotein; Nucleus; Phosphoprotein; Proteomics identification; Reference proteome; Repeat; S-nitrosylation; Transcription; Transcription regulation; Ubl conjugation
P20393,0,Nuclear receptor subfamily 1 group D member 1,NR1D1,Homo sapiens,614,3D-structure; Acetylation; Activator; Biological rhythms; Cell projection; Cytoplasm; Differentiation; DNA-binding; Heme; Iron; Metal-binding; Nucleus; Phosphoprotein; Proteomics identification; Receptor; Reference proteome; Repressor; Synapse; Transcription; Transcription regulation; Ubl conjugation; Zinc; Zinc-finger
P20749,0,B-cell lymphoma 3 protein,BCL3,Homo sapiens,454,3D-structure; Activator; ANK repeat; Chromosomal rearrangement; Cytoplasm; Nucleus; Phosphoprotein; Proteomics identification; Proto-oncogene; Reference proteome; Repeat; Transcription; Transcription regulation; Ubl conjugation
P20839,0,Inosine-5'-monophosphate dehydrogenase 1,IMPDH1,Homo sapiens,514,3D-structure; Alternative splicing; CBS domain; Cytoplasm; Direct protein sequencing; Disease variant; DNA-binding; GMP biosynthesis; Leber congenital amaurosis; Metal-binding; Methylation; NAD; Nucleus; Oxidoreductase; Phosphoprotein; Potassium; Proteomics identification; Purine biosynthesis; Reference proteome; Repeat; Retinitis pigmentosa; RNA-binding
P20941,0,Phosducin,PDC,Homo sapiens,246,Alternative splicing; Cell projection; Cilium; Cytoplasm; Nucleus; Phosphoprotein; Proteomics identification; Reference proteome; Sensory transduction; Vision
P21580,0,Tumor necrosis factor alpha-induced protein 3,TNFAIP3,Homo sapiens,790,3D-structure; Acetylation; Apoptosis; Cytoplasm; Disease variant; DNA-binding; Hydrolase; Inflammatory response; Lysosome; Metal-binding; Multifunctional enzyme; Nucleus; Phosphoprotein; Protease; Proteomics identification; Reference proteome; Repeat; Thiol protease; Transferase; Ubl conjugation pathway; Zinc; Zinc-finger
P22314,0,Ubiquitin-like modifier-activating enzyme 1,UBA1,Homo sapiens,1058,3D-structure; Acetylation; Alternative initiation; ATP-binding; Cytoplasm; Direct protein sequencing; Disease variant; Ligase; Mitochondrion; Neurodegeneration; Nucleotide-binding; Nucleus; Phosphoprotein; Proteomics identification; Reference proteome; Repeat; Ubl conjugation; Ubl conjugation pathway
P23490,0,Loricrin,LORICRIN,Homo sapiens,312,Cytoplasm; Direct protein sequencing; Disulfide bond; Ichthyosis; Isopeptide bond; Keratinization; Nucleus; Palmoplantar keratoderma; Proteomics identification; Reference proteome; Repeat
P24941,0,Cyclin-dependent kinase 2,CDK2,Homo sapiens,298,3D-structure; Acetylation; Alternative splicing; ATP-binding; Cell cycle; Cell division; Cytoplasm; Cytoskeleton; DNA damage; DNA repair; Endosome; Kinase; Magnesium; Meiosis; Metal-binding; Mitosis; Nucleotide-binding; Nucleus; Phosphoprotein; Proteomics identification; Reference proteome; S-nitrosylation; Serine/threonine-protein kinase; Transferase
P26196,0,Probable ATP-dependent RNA helicase DDX6,DDX6,Homo sapiens,483,3D-structure; ATP-binding; Chromosomal rearrangement; Cytoplasm; Disease variant; Helicase; Hydrolase; Intellectual disability; Nucleotide-binding; Nucleus; Phosphoprotein; Proteomics identification; Proto-oncogene; Reference proteome; RNA-binding; Ubl conjugation
P28065,0,Proteasome subunit beta type-9,PSMB9,Homo sapiens,219,3D-structure; Acetylation; Alternative splicing; Cytoplasm; Disease variant; Host-virus interaction; Hydrolase; Immunity; Nucleus; Protease; Proteasome; Proteomics identification; Reference proteome; Threonine protease; Zymogen
P28072,0,Proteasome subunit beta type-6,PSMB6,Homo sapiens,239,3D-structure; Acetylation; Cytoplasm; Direct protein sequencing; Host-virus interaction; Hydrolase; Nucleus; Phosphoprotein; Protease; Proteasome; Proteomics identification; Reference proteome; Threonine protease; Zymogen
P28074,0,Proteasome subunit beta type-5,PSMB5,Homo sapiens,263,3D-structure; Alternative splicing; Cytoplasm; Direct protein sequencing; Host-virus interaction; Hydrolase; Nucleus; Protease; Proteasome; Proteomics identification; Reference proteome; Threonine protease; Zymogen
P28702,0,Retinoic acid receptor RXR-beta,RXRB,Homo sapiens,533,3D-structure; Alternative splicing; Cytoplasm; DNA-binding; Metal-binding; Methylation; Nucleus; Proteomics identification; Receptor; Reference proteome; Transcription; Transcription regulation; Zinc; Zinc-finger
P29144,0,Tripeptidyl-peptidase 2,TPP2,Homo sapiens,1249,Acetylation; Aminopeptidase; Cytoplasm; Direct protein sequencing; Disease variant; Hydrolase; Nucleus; Phosphoprotein; Protease; Proteomics identification; Reference proteome; Serine protease
P29372,0,DNA-3-methyladenine glycosylase,MPG,Homo sapiens,298,3D-structure; Alternative splicing; Cytoplasm; DNA damage; DNA repair; Hydrolase; Mitochondrion; Mitochondrion nucleoid; Nucleus; Phosphoprotein; Proteomics identification; Reference proteome; Transit peptide
P31350,0,Ribonucleoside-diphosphate reductase subunit M2,RRM2,Homo sapiens,389,3D-structure; Alternative splicing; Cytoplasm; Deoxyribonucleotide synthesis; Iron; Metal-binding; Nucleus; Oxidoreductase; Phosphoprotein; Proteomics identification; Reference proteome; Ubl conjugation
P34896,0,"Serine hydroxymethyltransferase, cytosolic",SHMT1,Homo sapiens,483,3D-structure; Acetylation; Alternative splicing; Carnitine biosynthesis; Cytoplasm; Isopeptide bond; Lyase; Nucleus; One-carbon metabolism; Proteomics identification; Pyridoxal phosphate; Reference proteome; Transferase; Ubl conjugation
P35813,0,Protein phosphatase 1A,PPM1A,Homo sapiens,382,3D-structure; Alternative splicing; Cytoplasm; Hydrolase; Lipoprotein; Magnesium; Manganese; Membrane; Metal-binding; Myristate; Nucleus; Phosphoprotein; Protein phosphatase; Proteomics identification; Reference proteome
P35869,0,Aryl hydrocarbon receptor,AHR,Homo sapiens,848,3D-structure; Acetylation; Activator; ADP-ribosylation; Biological rhythms; Cell cycle; Cytoplasm; Disease variant; DNA-binding; Nucleus; Proteomics identification; Receptor; Reference proteome; Repeat; Repressor; Retinitis pigmentosa; Transcription; Transcription regulation
P36405,0,ADP-ribosylation factor-like protein 3,ARL3,Homo sapiens,182,Cell cycle; Cell division; Cell projection; Ciliopathy; Cytoplasm; Cytoskeleton; Direct protein sequencing; Disease variant; Golgi apparatus; GTP-binding; Joubert syndrome; Lipoprotein; Magnesium; Membrane; Metal-binding; Myristate; Nucleotide-binding; Nucleus; Phosphoprotein; Protein transport; Proteomics identification; Reference proteome; Transport
P36639,0,Oxidized purine nucleoside triphosphate hydrolase,NUDT1,Homo sapiens,156,3D-structure; Alternative initiation; Cytoplasm; Direct protein sequencing; Hydrolase; Magnesium; Metal-binding; Mitochondrion; Nucleus; Proteomics identification; Reference proteome; RNA-binding; Transit peptide
P36873,0,Serine/threonine-protein phosphatase PP1-gamma catalytic subunit,PPP1CC,Homo sapiens,323,3D-structure; Acetylation; Alternative splicing; Biological rhythms; Carbohydrate metabolism; Cell cycle; Cell division; Centromere; Chromosome; Cytoplasm; Cytoskeleton; Direct protein sequencing; Disease variant; Disulfide bond; Glycogen metabolism; Hydrolase; Kinetochore; Manganese; Metal-binding; Mitochondrion; Nucleus; Phosphoprotein; Protein phosphatase; Proteomics identification; Reference proteome
P37231,0,Peroxisome proliferator-activated receptor gamma,PPARG,Homo sapiens,505,3D-structure; Activator; Alternative splicing; Biological rhythms; Cytoplasm; Diabetes mellitus; Disease variant; DNA-binding; Glycoprotein; Isopeptide bond; Metal-binding; Nucleus; Obesity; Phosphoprotein; Proteomics identification; Receptor; Reference proteome; Transcription; Transcription regulation; Ubl conjugation; Zinc; Zinc-finger
P38919,0,Eukaryotic initiation factor 4A-III,EIF4A3,Homo sapiens,411,3D-structure; Acetylation; ATP-binding; Cytoplasm; Direct protein sequencing; Disease variant; Helicase; Hydrolase; Isopeptide bond; mRNA processing; mRNA splicing; mRNA transport; Nonsense-mediated mRNA decay; Nucleotide-binding; Nucleus; Phosphoprotein; Proteomics identification; Reference proteome; RNA-binding; rRNA processing; Spliceosome; Translation regulation; Transport; Ubl conjugation
P39687,0,Acidic leucine-rich nuclear phosphoprotein 32 family member A,ANP32A,Homo sapiens,249,3D-structure; Cytoplasm; Direct protein sequencing; Endoplasmic reticulum; Host-virus interaction; Leucine-rich repeat; Nucleus; Phosphoprotein; Proteomics identification; Reference proteome; Repeat; Repressor; Transcription; Transcription regulation
P42694,0,ATP-dependent RNA helicase with zinc finger domain,HELZ,Homo sapiens,1942,Alternative splicing; ATP-binding; Cytoplasm; Helicase; Hydrolase; Metal-binding; Methylation; Nucleotide-binding; Nucleus; Phosphoprotein; Proteomics identification; Reference proteome; Repressor; Translation regulation; Zinc; Zinc-finger
P42768,0,Actin nucleation-promoting factor WAS,WAS,Homo sapiens,502,3D-structure; Cytoplasm; Cytoskeleton; Direct protein sequencing; Disease variant; Nucleus; Phosphoprotein; Proteomics identification; Reference proteome; Repeat
